Omadeas Classifier Service v2 — Field Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field-level schema for the 10 classifier framework entities. Columns match the convention from ProjectOps_-_art_3_0_-_Data_Modelv2_updated.xlsx (62 cols). Use <module> as prefix placeholder.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A · IDENTITY & TAXONOMY,,,,,,,,,,,,B · FIELD DEFINITION,,,,,,,,,,,,,,,C · SAMPLE DATA & EXPLANATION,,,,,,,,,,D · DESIGN & DEVELOPMENT,,,,F · SECURITY & GOVERNANCE,,,,,,,,,,,G · SEED DATA INSTRUCTIONS,,,,,,,,,H · MAP
source,phase,design_status,model_version,realm,microservice,category,sub_category,type,unique_field_ref,entity,entity_fields,data_type,length,"is_primary_key
(multiple for composite)",is_unique,is_nullable,fk_reference,check_constraints,index_name,unique_cns_1,unique_cns_2,unique_cns_3,unique_cns_4,unique_cns_5,default_value,data_limited_to,sample_data,"data from
classifier","classifier
values",composite_key,explanation,relationship_explanation,design_rationale,"calculated
(yes/no)",calculation,calculation_triggers,outstanding_design_questions,development_instructions,"example_records_configurations
at_entity_level","application_validations
(for the front end)",data_category,pii_type,obligation_mapping,lawful_bases,special_conditions,default_trust,sensitivity,masking,breach_impact,retention_policy,"requires_special
condition","microservice
(seed instructions)","entities
(policies)","entity_security
config","entity_trust_upgrade
trigger_relation","entity_verification
methods_relation","fields
(policies)","fields_policies
lawful_bases","fields_policies
special_conditions","fields_policies
organisation_specific",entity_map #
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Attachments,entity.field,<module>.<module>_node_classifier_profile_attachment.calculation_overrides,<module>_node_classifier_profile_attachment,calculation_overrides,JSONB,,No,No,Yes,,,,,,,,,,tenant-scoped,"NULL (v2) or {""cls-uuid-rag"":""calc-uuid-financial-health""} (v3)",,,,"Map of {classifier_id: calculation_id}. Each calculation_id is a soft FK to the Calc Engine. Overrides the policy's default_calculation_id for classifiers in this profile, scoped to this attachment's subtree. The PM's lever for project-specific calculation selection. NULL = use policy defaults.",JSONB carrying soft FKs to classifier IDs and Calc Engine calculation IDs.,Schema slot for the §16.5 resolution (Calc Engine resolution). PMs pick which calculation applies within their project subtree without authoring new calculations or modifying tenant defaults. JSONB rather than a junction entity because the override set is typically small (one or two computed classifiers per profile) and read together as a unit.,No,,,,"NULL allowed. JSON object. v2: always NULL. v3: app validates each key is a classifier_id in this profile, each value is a Calc Engine calculation_id whose output matches the classifier (via Calc Engine coherence API).",,v2: not surfaced. v3: per-classifier calculation picker within the attachment editor (driven by Calc Engine).,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,7
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Attachments,entity.field,<module>.<module>_node_classifier_profile_attachment.applied_by,<module>_node_classifier_profile_attachment,applied_by,UUIDv4,,No,No,No,authentication.principals.id,,,,,,,,,tenant-scoped,pr_ayodh_001,,,,Principal who attached the profile.,FK to authentication.principals.id.,Captures attribution for audit. Surfaced in the modal's profile context strip ('applied by Ayodh on Apr 1').,No,,,,NOT NULL. FK.,,Set on attachment.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,7
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Attachments,entity.field,<module>.<module>_node_classifier_profile_attachment.applied_at,<module>_node_classifier_profile_attachment,applied_at,TIMESTAMPTZ,,No,No,No,,,,,,,,,now(),tenant-scoped,2026-01-15T09:00:00Z,,,,When the profile was attached.,No FK.,Pairs with applied_by for full attribution.,No,,,,NOT NULL DEFAULT now(). Immutable.,,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,7
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Attachments,entity.field,<module>.<module>_node_classifier_profile_attachment.is_active,<module>_node_classifier_profile_attachment,is_active,BOOLEAN,,No,No,No,,,,,,,,,TRUE,tenant-scoped,TRUE,,,,"Soft-retire. When FALSE, attachment is ignored by scope resolution.",No FK.,Soft-delete preserves history of past attachments.,No,,,,NOT NULL DEFAULT TRUE.,,Toggle.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,7
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Attachments,entity.field,<module>.<module>_node_classifier_profile_attachment.created_at,<module>_node_classifier_profile_attachment,created_at,TIMESTAMPTZ,,No,No,No,,,,,,,,,now(),tenant-scoped,2026-01-15T09:00:00Z,,,,Creation timestamp.,Denormalised from audit_events.,Denormalised audit timestamp. Authoritative source is audit_events.,Yes,Set to now() on INSERT.,Record creation.,,NOT NULL DEFAULT now(). Immutable after creation.,,Read-only. Displayed as creation date.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,7
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Attachments,entity.field,<module>.<module>_node_classifier_profile_attachment.created_by,<module>_node_classifier_profile_attachment,created_by,UUIDv4,,No,No,Yes,authentication.principals.id,,,,,,,,,tenant-scoped,pr_system_001,,,,Creator principal.,FK to authentication.principals.id. SYSTEM principal for seed rows.,Denormalised audit principal. Nullable for bootstrap/seed rows.,Yes,Set to acting principal_id on INSERT.,Record creation.,,FK to authentication.principals.id. NULL allowed for bootstrap rows. Immutable.,,Read-only. Displayed as 'Created by' with principal display_name.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,7
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Attachments,entity.field,<module>.<module>_node_classifier_profile_attachment.updated_at,<module>_node_classifier_profile_attachment,updated_at,TIMESTAMPTZ,,No,No,Yes,,,,,,,,,,tenant-scoped,2026-03-10T14:30:00Z,,,,Last modified.,Denormalised from audit_events.,Denormalised audit timestamp. NULL on initial creation.,Yes,Set to now() on every UPDATE.,Any record modification.,,NULL allowed. Set via trigger or application on UPDATE.,,Read-only. Displayed as 'Last modified'.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,7
framework_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Definition History,entity.field,classifier-service.classifier_history.id,classifier_history,id,UUIDv4,,Yes,Yes,No,,,PRIMARY,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Definition History,entity.field,classifier-service.classifier_history.classifier_id,classifier_history,classifier_id,UUIDv4,,No,No,No,FK > classifier.id CASCADE,,idx_classifier_history_classifier,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Definition History,entity.field,classifier-service.classifier_history.operation,classifier_history,operation,VARCHAR,32,No,No,No,,"CHECK (operation IN ('created','activated','retired','renamed','reordered','value_added','value_retired','value_edited','policy_edit','constraint_added','constraint_removed'))",idx_classifier_history_occurred,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Definition History,entity.field,classifier-service.classifier_history.occurred_at,classifier_history,occurred_at,TIMESTAMPTZ,,No,No,No,,,idx_classifier_history_occurred,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Definition History,entity.field,classifier-service.classifier_history.occurred_by,classifier_history,occurred_by,UUIDv4,,No,No,No,soft FK > principal.id,,,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Definition History,entity.field,classifier-service.classifier_history.summary,classifier_history,summary,VARCHAR,200,No,No,No,,,,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Definition History,entity.field,classifier-service.classifier_history.detail,classifier_history,detail,TEXT,,No,No,Yes,,,,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Definition History,entity.field,classifier-service.classifier_history.payload,classifier_history,payload,JSONB,,No,No,Yes,,,,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Definition History,entity.field,classifier-service.classifier_history.created_at,classifier_history,created_at,TIMESTAMPTZ,,No,No,No,,,,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Definition History,entity.field,classifier-service.classifier_history.created_by,classifier_history,created_by,UUIDv4,,No,No,No,soft FK > principal.id,,,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Definition History,entity.field,classifier-service.classifier_history.updated_at,classifier_history,updated_at,TIMESTAMPTZ,,No,No,No,,,,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Definition History,entity.field,classifier-service.classifier_history.updated_by,classifier_history,updated_by,UUIDv4,,No,No,No,soft FK > principal.id,,,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Profile History,entity,classifier-service.classifier_profile_history,classifier_profile_history,classifier_profile_history,,,,,,,,,,,,,,,tenant-scoped,,,,,"NEW. Append-only audit shadow. Captures ASSIGN, UNASSIGN, REASSIGN events. Written when modal closes per Policy D (one event per classifier that changed during the session). 15 native fields. Reason field captures governance text for requires_reason_on_change classifiers.",,,No,,,,,,,operational,,,,,40,CONFIDENTIAL,MASK_FULL,HIGH,,,Y,Y,Y,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Profile History,entity.field,classifier-service.classifier_profile_history.id,classifier_profile_history,id,UUIDv4,,Yes,Yes,No,,,PRIMARY,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Profile History,entity.field,classifier-service.classifier_profile_history.profile_id,classifier_profile_history,profile_id,UUIDv4,,No,No,No,FK > classifier_profile.id CASCADE,,idx_classifier_profile_history_profile,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Profile History,entity.field,classifier-service.classifier_profile_history.operation,classifier_profile_history,operation,VARCHAR,32,No,No,No,,"CHECK (operation IN ('created','activated','retired','renamed','reordered','member_added','member_removed','member_edited','scope_changed','attached','detached'))",idx_classifier_profile_history_occurred,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Profile History,entity.field,classifier-service.classifier_profile_history.occurred_at,classifier_profile_history,occurred_at,TIMESTAMPTZ,,No,No,No,,,idx_classifier_profile_history_occurred,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Profile History,entity.field,classifier-service.classifier_profile_history.occurred_by,classifier_profile_history,occurred_by,UUIDv4,,No,No,No,soft FK > principal.id,,,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Profile History,entity.field,classifier-service.classifier_profile_history.summary,classifier_profile_history,summary,VARCHAR,200,No,No,No,,,,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Profile History,entity.field,classifier-service.classifier_profile_history.detail,classifier_profile_history,detail,TEXT,,No,No,Yes,,,,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Profile History,entity.field,classifier-service.classifier_profile_history.payload,classifier_profile_history,payload,JSONB,,No,No,Yes,,,,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Profile History,entity.field,classifier-service.classifier_profile_history.created_at,classifier_profile_history,created_at,TIMESTAMPTZ,,No,No,No,,,,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Profile History,entity.field,classifier-service.classifier_profile_history.created_by,classifier_profile_history,created_by,UUIDv4,,No,No,No,soft FK > principal.id,,,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Profile History,entity.field,classifier-service.classifier_profile_history.updated_at,classifier_profile_history,updated_at,TIMESTAMPTZ,,No,No,No,,,,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,classifier-service,classifier-service,Classifier,Profile History,entity.field,classifier-service.classifier_profile_history.updated_by,classifier_profile_history,updated_by,UUIDv4,,No,No,No,soft FK > principal.id,,,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?  ASSIGNMENT LAYER — actual labelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignments,entity,<module>.<module>_node_classifier_assignment,<module>_node_classifier_assignment,<module>_node_classifier_assignment,,,,,,,,,,,,,,,tenant-scoped,,,,,UPDATED. The hot table — current value assignments on nodes. NO temporal fields (effective_from/to/is_active removed per framework v1). Denormalised classifier_id with CHECK coherence.,,,No,,,,,,,operational,,,,,40,CONFIDENTIAL,MASK_FULL,HIGH,,,Y,Y,Y,,,Y,,,,8
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignments,entity.field,<module>.<module>_node_classifier_assignment.id,<module>_node_classifier_assignment,id,UUIDv4,,Yes,Yes,No,,,,,,,,,gen_random_uuid(),tenant-scoped,asn-uuid-0001,,,,Primary key.,Referenced as FK by node_classifier_assignment_history.original_assignment_id (NULLable on UNASSIGN).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,8
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignments,entity.field,<module>.<module>_node_classifier_assignment.assignee_node_id,<module>_node_classifier_assignment,assignee_node_id,UUIDv4,,No,No,No,<module>.node.id,,idx_assignment_node,,,,,,,tenant-scoped,node-uuid-feat-201,,,,The node carrying this assignment. The hot query path: 'all classifiers on this node'.,FK to module's node table. ON DELETE CASCADE.,Indexed for fast 'all classifiers on this node' lookup.,No,,,,"NOT NULL. FK. ON DELETE CASCADE. Index (assignee_node_id, classifier_id).",,System-set.,operational,,,,,40,CONFIDENTIAL,MASK_FULL,HIGH,,,,,,,,Y,,,,8
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignments,entity.field,<module>.<module>_node_classifier_assignment.classifier_id,<module>_node_classifier_assignment,classifier_id,UUIDv4,,No,No,No,classifier.id (soft FK),CHECK coherence: classifier_id = classifier_value.classifier_id for this row's classifier_value_id,idx_assignment_classifier,,,,,,,tenant-scoped,cls-uuid-priority,,,,Denormalised from classifier_value.classifier_id. Avoids JOIN on the hot UI query.,FK to <module>_classifier.id. Denormalised — must match the value's parent classifier (CHECK constraint).,Small write cost (set both classifier_id and classifier_value_id atomically) for big read benefit (no JOIN per row in tree view).,No,,,,NOT NULL. FK. Application must set both classifier_id and classifier_value_id atomically. DB CHECK enforces coherence.,,System-set.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,8
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignments,entity.field,<module>.<module>_node_classifier_assignment.classifier_value_id,<module>_node_classifier_assignment,classifier_value_id,UUIDv4,,No,No,No,classifier_value.id (soft FK),,,,,,,,,tenant-scoped,val-uuid-high,,,,The assigned value.,FK to <module>_classifier_value.id.,The actual value being assigned.,No,,,,NOT NULL. FK.,,Value picker constrained to classifier_id's values.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,8
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignments,entity.field,<module>.<module>_node_classifier_assignment.assigned_by,<module>_node_classifier_assignment,assigned_by,UUIDv4,,No,No,No,authentication.principals.id,,,,,,,,,tenant-scoped,pr_ayodh_001,,,,Principal who made the assignment. User-facing attribution shown as 'by Raj' in the panel.,FK to authentication.principals.id.,User-facing attribution. Distinct from audit columns which are for system traceability.,No,,,,NOT NULL. FK.,,Set on assignment.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,8
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignments,entity.field,<module>.<module>_node_classifier_assignment.assigned_at,<module>_node_classifier_assignment,assigned_at,TIMESTAMPTZ,,No,No,No,,,,,,,,,now(),tenant-scoped,2026-02-05T10:30:00Z,,,,When the assignment was made.,No FK.,Pairs with assigned_by for user-facing attribution.,No,,,,NOT NULL DEFAULT now(). Immutable.,,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,8
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignments,entity.field,<module>.<module>_node_classifier_assignment.assignment_method,<module>_node_classifier_assignment,assignment_method,VARCHAR,30,No,No,No,,"CHECK IN ('manual','computed','suggested_accepted','suggested_overridden')",,,,,,,'manual',tenant-scoped,manual,,,,How this assignment was determined. v2 always 'manual'. v3 supports the others.,No FK.,Captures the governance answer to 'how did this value get set?' — manual choice vs system-computed vs system-suggested-accepted vs system-suggested-overridden. The last two are kept distinct so audit queries can answer 'how often do users override the system?' without re-evaluating rules.,No,,,,NOT NULL DEFAULT 'manual'. CHECK enum. v2 every row = 'manual'.,,Read-only. Set by the system based on the assignment flow.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,8
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignments,entity.field,<module>.<module>_node_classifier_assignment.calculation_id,<module>_node_classifier_assignment,calculation_id,UUIDv4,,No,No,Yes,"Calc Engine: calculation.id (soft FK, cross-service)",,,,,,,,,tenant-scoped,NULL (v2) or comp-uuid-financial-health (v3),,,,"Which CALCULATION (method, owned by the Calc Engine) produced this value. NULL when assignment_method='manual'.",Soft FK to Calc Engine: calculation.id (cross-service). NULL on manual assignments.,Records the governance choice — 'we ran Financial Health to get this' — distinct from which rule fired (next field). Changing the method is a different decision from changing a threshold. Soft FK to Calc Engine; classifier service stores the reference but does not own the calculation.,No,,,,NULL allowed. Soft FK to Calc Engine. Required when assignment_method != 'manual'. Coherence enforced via Calc Engine API at write time.,,v2: always NULL. v3: surfaced in modal as 'computed by [Calc Engine calculation name]'.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,8
framework_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignments,entity.field,<module>.<module>_node_classifier_assignment.calculation_inputs,<module>_node_classifier_assignment,calculation_inputs,JSONB,,No,No,Yes,,,,,,,,,,tenant-scoped,"NULL (v2) or {""cost_variance_pct"":12.5,""budget_burn_pct"":47.0} (v3)",,,,Snapshot of input values at the moment the Calc Engine evaluated this assignment. NULL when assignment_method='manual'.,No FK. JSON object.,"Lets an audit answer 'what data did the system see?' without time-travel queries on the input sources. Captured by the classifier service from the Calc Engine's response. Combination of calculation_id, calculation_rule_id and calculation_inputs fully reproduces 'why this value'.",No,,,,NULL allowed. JSONB. Required when assignment_method != 'manual'.,,v2: always NULL. v3: structured display in audit detail.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,8
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignments,entity.field,<module>.<module>_node_classifier_assignment.created_at,<module>_node_classifier_assignment,created_at,TIMESTAMPTZ,,No,No,No,,,,,,,,,now(),tenant-scoped,2026-01-15T09:00:00Z,,,,Creation timestamp.,Denormalised from audit_events.,Denormalised audit timestamp. Authoritative source is audit_events.,Yes,Set to now() on INSERT.,Record creation.,,NOT NULL DEFAULT now(). Immutable after creation.,,Read-only. Displayed as creation date.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,8
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignments,entity.field,<module>.<module>_node_classifier_assignment.created_by,<module>_node_classifier_assignment,created_by,UUIDv4,,No,No,Yes,authentication.principals.id,,,,,,,,,tenant-scoped,pr_system_001,,,,Creator principal.,FK to authentication.principals.id. SYSTEM principal for seed rows.,Denormalised audit principal. Nullable for bootstrap/seed rows.,Yes,Set to acting principal_id on INSERT.,Record creation.,,FK to authentication.principals.id. NULL allowed for bootstrap rows. Immutable.,,Read-only. Displayed as 'Created by' with principal display_name.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,8
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignments,entity.field,<module>.<module>_node_classifier_assignment.updated_at,<module>_node_classifier_assignment,updated_at,TIMESTAMPTZ,,No,No,Yes,,,,,,,,,,tenant-scoped,2026-03-10T14:30:00Z,,,,Last modified.,Denormalised from audit_events.,Denormalised audit timestamp. NULL on initial creation.,Yes,Set to now() on every UPDATE.,Any record modification.,,NULL allowed. Set via trigger or application on UPDATE.,,Read-only. Displayed as 'Last modified'.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,8
framework_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?  HISTORY LAYER — audit shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
